;fecha;cod_insumo;key;desc_insumo;INGRESO (KG);CONSUMO (KG);STOCK INICIAL (KG)_R;updated_cumulative_inventory
328;2023-08-03 00:00:00;169;2023-08-03169;FARDO;54730;5919,1;0;1597567
329;2023-08-04 00:00:00;169;2023-08-04169;FARDO;54730;5919,1;0;1597567
330;2023-08-05 00:00:00;169;2023-08-05169;FARDO;54730;5919,1;0;1597567
331;2023-08-06 00:00:00;169;2023-08-06169;FARDO;54730;5919,1;0;1597567
332;2023-08-07 00:00:00;169;2023-08-07169;FARDO;54730;5919,1;0;1597567
333;2023-08-08 00:00:00;169;2023-08-08169;FARDO;62570;8380,47;0;1651757
334;2023-08-09 00:00:00;169;2023-08-09169;FARDO;69810;8685,96;0;1712881
335;2023-08-10 00:00:00;169;2023-08-10169;FARDO;69810;8685,96;0;1712881
336;2023-08-11 00:00:00;169;2023-08-11169;FARDO;69810;8685,96;0;1712881
337;2023-08-12 00:00:00;169;2023-08-12169;FARDO;69810;8685,96;0;1712881
338;2023-08-13 00:00:00;169;2023-08-13169;FARDO;69810;8685,96;0;1712881
339;2023-08-14 00:00:00;169;2023-08-14169;FARDO;69810;8685,96;0;1712881
340;2023-08-15 00:00:00;169;2023-08-15169;FARDO;71260;10407,07;0;1773734
341;2023-08-16 00:00:00;169;2023-08-16169;FARDO;57520;10632,08;0;1820622
342;2023-08-17 00:00:00;169;2023-08-17169;FARDO;11580;12389,84;0;1819812
343;2023-08-18 00:00:00;169;2023-08-18169;FARDO;11580;12389,84;0;1819812
344;2023-08-19 00:00:00;169;2023-08-19169;FARDO;11580;12389,84;0;1819812
345;2023-08-20 00:00:00;169;2023-08-20169;FARDO;11580;12389,84;0;1819812
346;2023-08-21 00:00:00;169;2023-08-21169;FARDO;11580;12389,84;0;1819812
347;2023-08-22 00:00:00;169;2023-08-22169;FARDO;11580;12389,84;0;1819812
348;2023-08-23 00:00:00;169;2023-08-23169;FARDO;11580;12389,84;0;1819812
349;2023-08-24 00:00:00;169;2023-08-24169;FARDO;11580;12389,84;0;1819812
350;2023-08-25 00:00:00;169;2023-08-25169;FARDO;11580;12389,84;0;1819812
351;2023-08-26 00:00:00;169;2023-08-26169;FARDO;11580;12389,84;0;1819812
352;2023-05-31 00:00:00;167;2023-05-31167;MAIZ GRANO SECO;0;0;8815000;8815000
353;2023-06-01 00:00:00;167;2023-06-01167;MAIZ GRANO SECO;0;0;8815000;8815000
354;2023-06-02 00:00:00;167;2023-06-02167;MAIZ GRANO SECO;0;0;8815000;8815000
355;2023-06-03 00:00:00;167;2023-06-03167;MAIZ GRANO SECO;0;0;8815000;8815000
356;2023-06-04 00:00:00;167;2023-06-04167;MAIZ GRANO SECO;0;0;8815000;8815000
357;2023-06-05 00:00:00;167;2023-06-05167;MAIZ GRANO SECO;0;0;8815000;8815000
358;2023-06-06 00:00:00;167;2023-06-06167;MAIZ GRANO SECO;59330;28933,715;0;8845396
359;2023-06-07 00:00:00;167;2023-06-07167;MAIZ GRANO SECO;59330;28933,715;0;8845396
360;2023-06-08 00:00:00;167;2023-06-08167;MAIZ GRANO SECO;59330;28933,715;0;8845396
361;2023-06-09 00:00:00;167;2023-06-09167;MAIZ GRANO SECO;89710;36192,105;0;8898914
362;2023-06-10 00:00:00;167;2023-06-10167;MAIZ GRANO SECO;89710;36192,105;0;8898914
363;2023-06-11 00:00:00;167;2023-06-11167;MAIZ GRANO SECO;89710;36192,105;0;8898914
364;2023-06-12 00:00:00;167;2023-06-12167;MAIZ GRANO SECO;89710;36192,105;0;8898914
365;2023-06-13 00:00:00;167;2023-06-13167;MAIZ GRANO SECO;89710;36192,105;0;8898914
366;2023-06-14 00:00:00;167;2023-06-14167;MAIZ GRANO SECO;89710;36192,105;0;8898914
367;2023-06-15 00:00:00;167;2023-06-15167;MAIZ GRANO SECO;89710;36192,105;0;8898914
368;2023-06-16 00:00:00;167;2023-06-16167;MAIZ GRANO SECO;89710;36192,105;0;8898914
369;2023-06-17 00:00:00;167;2023-06-17167;MAIZ GRANO SECO;89710;36192,105;0;8898914
370;2023-06-18 00:00:00;167;2023-06-18167;MAIZ GRANO SECO;89710;36192,105;0;8898914
371;2023-06-19 00:00:00;167;2023-06-19167;MAIZ GRANO SECO;89710;36192,105;0;8898914
372;2023-06-20 00:00:00;167;2023-06-20167;MAIZ GRANO SECO;89710;36192,105;0;8898914
373;2023-06-21 00:00:00;167;2023-06-21167;MAIZ GRANO SECO;89710;36192,105;0;8898914
374;2023-06-22 00:00:00;167;2023-06-22167;MAIZ GRANO SECO;89710;36192,105;0;8898914
375;2023-06-23 00:00:00;167;2023-06-23167;MAIZ GRANO SECO;89710;36192,105;0;8898914
376;2023-06-24 00:00:00;167;2023-06-24167;MAIZ GRANO SECO;89710;36192,105;0;8898914
377;2023-06-25 00:00:00;167;2023-06-25167;MAIZ GRANO SECO;89710;36192,105;0;8898914
378;2023-06-26 00:00:00;167;2023-06-26167;MAIZ GRANO SECO;89710;36192,105;0;8898914
379;2023-06-27 00:00:00;167;2023-06-27167;MAIZ GRANO SECO;89710;36192,105;0;8898914
380;2023-06-28 00:00:00;167;2023-06-28167;MAIZ GRANO SECO;89710;36192,105;0;8898914
381;2023-06-29 00:00:00;167;2023-06-29167;MAIZ GRANO SECO;89710;36192,105;0;8898914
382;2023-06-30 00:00:00;167;2023-06-30167;MAIZ GRANO SECO;89710;36192,105;0;8898914
383;2023-07-01 00:00:00;167;2023-07-01167;MAIZ GRANO SECO;31720;29168,61;0;8901465
384;2023-07-02 00:00:00;167;2023-07-02167;MAIZ GRANO SECO;32260;30853,525;0;8902872
385;2023-07-03 00:00:00;167;2023-07-03167;MAIZ GRANO SECO;32710;31373,125;0;8904208
386;2023-07-04 00:00:00;167;2023-07-04167;MAIZ GRANO SECO;32820;30532,72;0;8906496
387;2023-07-05 00:00:00;167;2023-07-05167;MAIZ GRANO SECO;29220;29470,86;0;8906245
388;2023-07-06 00:00:00;167;2023-07-06167;MAIZ GRANO SECO;29870;29470,225;0;8906645
389;2023-07-07 00:00:00;167;2023-07-07167;MAIZ GRANO SECO;29870;29470,225;0;8906645
390;2023-07-08 00:00:00;167;2023-07-08167;MAIZ GRANO SECO;29870;29470,225;0;8906645
391;2023-07-09 00:00:00;167;2023-07-09167;MAIZ GRANO SECO;29870;29470,225;0;8906645
392;2023-07-10 00:00:00;167;2023-07-10167;MAIZ GRANO SECO;29870;29470,225;0;8906645
393;2023-07-11 00:00:00;167;2023-07-11167;MAIZ GRANO SECO;30210;30720,335;0;8906134
394;2023-07-12 00:00:00;167;2023-07-12167;MAIZ GRANO SECO;30210;30720,335;0;8906134
395;2023-07-13 00:00:00;167;2023-07-13167;MAIZ GRANO SECO;148650;29824,68;0;9024960
396;2023-07-14 00:00:00;167;2023-07-14167;MAIZ GRANO SECO;148650;29824,68;0;9024960
397;2023-07-15 00:00:00;167;2023-07-15167;MAIZ GRANO SECO;148650;29824,68;0;9024960
398;2023-07-16 00:00:00;167;2023-07-16167;MAIZ GRANO SECO;148650;29824,68;0;9024960
399;2023-07-17 00:00:00;167;2023-07-17167;MAIZ GRANO SECO;148650;29824,68;0;9024960
400;2023-07-18 00:00:00;167;2023-07-18167;MAIZ GRANO SECO;32310;28956,615;0;9028313
401;2023-07-19 00:00:00;167;2023-07-19167;MAIZ GRANO SECO;137410;28692,21;0;9137031
402;2023-07-20 00:00:00;167;2023-07-20167;MAIZ GRANO SECO;30040;27833,645;0;9139237
403;2023-07-21 00:00:00;167;2023-07-21167;MAIZ GRANO SECO;29920;27206,035;0;9141951
404;2023-07-22 00:00:00;167;2023-07-22167;MAIZ GRANO SECO;54230;26743,42;0;9169438
405;2023-07-23 00:00:00;167;2023-07-23167;MAIZ GRANO SECO;54230;26743,42;0;9169438
406;2023-07-24 00:00:00;167;2023-07-24167;MAIZ GRANO SECO;54230;26743,42;0;9169438
407;2023-07-25 00:00:00;167;2023-07-25167;MAIZ GRANO SECO;54230;26743,42;0;9169438
408;2023-07-26 00:00:00;167;2023-07-26167;MAIZ GRANO SECO;14220;21671,39;0;9161986
409;2023-07-27 00:00:00;167;2023-07-27167;MAIZ GRANO SECO;14220;21671,39;0;9161986
410;2023-07-28 00:00:00;167;2023-07-28167;MAIZ GRANO SECO;14220;21671,39;0;9161986
411;2023-07-29 00:00:00;167;2023-07-29167;MAIZ GRANO SECO;14220;21671,39;0;9161986
412;2023-07-30 00:00:00;167;2023-07-30167;MAIZ GRANO SECO;31270;23920,125;0;9169336
413;2023-07-31 00:00:00;167;2023-07-31167;MAIZ GRANO SECO;31700;21467,625;0;9179569
414;2023-08-01 00:00:00;167;2023-08-01167;MAIZ GRANO SECO;7540;18860,19;0;9168248
415;2023-08-02 00:00:00;167;2023-08-02167;MAIZ GRANO SECO;7540;18860,19;0;9168248
416;2023-08-03 00:00:00;167;2023-08-03167;MAIZ GRANO SECO;7540;18860,19;0;9168248
417;2023-08-04 00:00:00;167;2023-08-04167;MAIZ GRANO SECO;7540;18860,19;0;9168248
418;2023-08-05 00:00:00;167;2023-08-05167;MAIZ GRANO SECO;7540;18860,19;0;9168248
419;2023-08-06 00:00:00;167;2023-08-06167;MAIZ GRANO SECO;7540;18860,19;0;9168248
420;2023-08-07 00:00:00;167;2023-08-07167;MAIZ GRANO SECO;13440;17424,48;0;9164264
421;2023-08-08 00:00:00;167;2023-08-08167;MAIZ GRANO SECO;13440;17424,48;0;9164264
422;2023-08-09 00:00:00;167;2023-08-09167;MAIZ GRANO SECO;13440;17424,48;0;9164264
423;2023-08-10 00:00:00;167;2023-08-10167;MAIZ GRANO SECO;13440;17424,48;0;9164264
424;2023-08-11 00:00:00;167;2023-08-11167;MAIZ GRANO SECO;13440;17424,48;0;9164264
425;2023-08-12 00:00:00;167;2023-08-12167;MAIZ GRANO SECO;13440;17424,48;0;9164264
426;2023-08-13 00:00:00;167;2023-08-13167;MAIZ GRANO SECO;13440;17424,48;0;9164264
427;2023-08-14 00:00:00;167;2023-08-14167;MAIZ GRANO SECO;13440;17424,48;0;9164264
428;2023-08-15 00:00:00;167;2023-08-15167;MAIZ GRANO SECO;13440;17424,48;0;9164264
429;2023-08-16 00:00:00;167;2023-08-16167;MAIZ GRANO SECO;13440;17424,48;0;9164264
430;2023-08-17 00:00:00;167;2023-08-17167;MAIZ GRANO SECO;13440;17424,48;0;9164264
431;2023-08-18 00:00:00;167;2023-08-18167;MAIZ GRANO SECO;13440;17424,48;0;9164264
432;2023-08-19 00:00:00;167;2023-08-19167;MAIZ GRANO SECO;119730;42101,05;0;9241893
433;2023-08-20 00:00:00;167;2023-08-20167;MAIZ GRANO SECO;119730;42101,05;0;9241893
434;2023-08-21 00:00:00;167;2023-08-21167;MAIZ GRANO SECO;88440;42512,215;0;9287821
435;2023-08-22 00:00:00;167;2023-08-22167;MAIZ GRANO SECO;88440;42512,215;0;9287821
436;2023-08-23 00:00:00;167;2023-08-23167;MAIZ GRANO SECO;88440;42512,215;0;9287821
437;2023-08-24 00:00:00;167;2023-08-24167;MAIZ GRANO SECO;116020;47968,685;0;9355872
438;2023-08-25 00:00:00;167;2023-08-25167;MAIZ GRANO SECO;116020;47968,685;0;9355872
439;2023-08-26 00:00:00;167;2023-08-26167;MAIZ GRANO SECO;116020;47968,685;0;9355872
440;2023-05-31 00:00:00;173;2023-05-31173;NUCLEO;0;0;38500;38500
441;2023-06-01 00:00:00;173;2023-06-01173;NUCLEO;0;0;38500;38500
442;2023-06-02 00:00:00;173;2023-06-02173;NUCLEO;28050;4586,625;0;61963
443;2023-06-03 00:00:00;173;2023-06-03173;NUCLEO;28050;4586,625;0;61963
444;2023-06-04 00:00:00;173;2023-06-04173;NUCLEO;28050;4586,625;0;61963
445;2023-06-05 00:00:00;173;2023-06-05173;NUCLEO;28050;4586,625;0;61963
446;2023-06-06 00:00:00;173;2023-06-06173;NUCLEO;28050;4586,625;0;61963
447;2023-06-07 00:00:00;173;2023-06-07173;NUCLEO;28050;4586,625;0;61963
448;2023-06-08 00:00:00;173;2023-06-08173;NUCLEO;28050;4586,625;0;61963
449;2023-06-09 00:00:00;173;2023-06-09173;NUCLEO;27620;5045,485;0;84537
450;2023-06-10 00:00:00;173;2023-06-10173;NUCLEO;27620;5045,485;0;84537
451;2023-06-11 00:00:00;173;2023-06-11173;NUCLEO;27620;5045,485;0;84537
452;2023-06-12 00:00:00;173;2023-06-12173;NUCLEO;27620;5045,485;0;84537
453;2023-06-13 00:00:00;173;2023-06-13173;NUCLEO;27620;5045,485;0;84537
454;2023-06-14 00:00:00;173;2023-06-14173;NUCLEO;27620;5045,485;0;84537
455;2023-06-15 00:00:00;173;2023-06-15173;NUCLEO;27620;5045,485;0;84537
456;2023-06-16 00:00:00;173;2023-06-16173;NUCLEO;28320;5024,765;0;107833
457;2023-06-17 00:00:00;173;2023-06-17173;NUCLEO;28320;5024,765;0;107833
458;2023-06-18 00:00:00;173;2023-06-18173;NUCLEO;28320;5024,765;0;107833
459;2023-06-19 00:00:00;173;2023-06-19173;NUCLEO;28320;5024,765;0;107833
460;2023-06-20 00:00:00;173;2023-06-20173;NUCLEO;28050;4638,705;0;131244
461;2023-06-21 00:00:00;173;2023-06-21173;NUCLEO;27800;4391,035;0;154653
462;2023-06-22 00:00:00;173;2023-06-22173;NUCLEO;27800;4391,035;0;154653
463;2023-06-23 00:00:00;173;2023-06-23173;NUCLEO;27800;4391,035;0;154653
464;2023-06-24 00:00:00;173;2023-06-24173;NUCLEO;27800;4391,035;0;154653
465;2023-06-25 00:00:00;173;2023-06-25173;NUCLEO;27800;4391,035;0;154653
466;2023-06-26 00:00:00;173;2023-06-26173;NUCLEO;27800;4391,035;0;154653
467;2023-06-27 00:00:00;173;2023-06-27173;NUCLEO;27800;4391,035;0;154653
468;2023-06-28 00:00:00;173;2023-06-28173;NUCLEO;27800;4391,035;0;154653
469;2023-06-29 00:00:00;173;2023-06-29173;NUCLEO;27890;3906,135;0;178637
470;2023-06-30 00:00:00;173;2023-06-30173;NUCLEO;27890;3906,135;0;178637
471;2023-07-01 00:00:00;173;2023-07-01173;NUCLEO;27890;3906,135;0;178637
472;2023-07-02 00:00:00;173;2023-07-02173;NUCLEO;27890;3906,135;0;178637
473;2023-07-03 00:00:00;173;2023-07-03173;NUCLEO;27890;3906,135;0;178637
474;2023-07-04 00:00:00;173;2023-07-04173;NUCLEO;27890;3906,135;0;178637
475;2023-07-05 00:00:00;173;2023-07-05173;NUCLEO;27890;3906,135;0;178637
476;2023-07-06 00:00:00;173;2023-07-06173;NUCLEO;28020;4022,195;0;202635
477;2023-07-07 00:00:00;173;2023-07-07173;NUCLEO;28020;4022,195;0;202635
478;2023-07-08 00:00:00;173;2023-07-08173;NUCLEO;28020;4022,195;0;202635
479;2023-07-09 00:00:00;173;2023-07-09173;NUCLEO;28020;4022,195;0;202635
480;2023-07-10 00:00:00;173;2023-07-10173;NUCLEO;28020;4022,195;0;202635
481;2023-07-11 00:00:00;173;2023-07-11173;NUCLEO;28020;4022,195;0;202635
482;2023-07-12 00:00:00;173;2023-07-12173;NUCLEO;28020;4022,195;0;202635
483;2023-07-13 00:00:00;173;2023-07-13173;NUCLEO;28020;4022,195;0;202635
484;2023-07-14 00:00:00;173;2023-07-14173;NUCLEO;27830;3673,125;0;226791
485;2023-07-15 00:00:00;173;2023-07-15173;NUCLEO;27830;3673,125;0;226791
486;2023-07-16 00:00:00;173;2023-07-16173;NUCLEO;27830;3673,125;0;226791
487;2023-07-17 00:00:00;173;2023-07-17173;NUCLEO;27830;3673,125;0;226791
488;2023-07-18 00:00:00;173;2023-07-18173;NUCLEO;27830;3673,125;0;226791
489;2023-07-19 00:00:00;173;2023-07-19173;NUCLEO;27830;3673,125;0;226791
490;2023-07-20 00:00:00;173;2023-07-20173;NUCLEO;27980;3985,215;0;250786
491;2023-07-21 00:00:00;173;2023-07-21173;NUCLEO;27980;3985,215;0;250786
492;2023-07-22 00:00:00;173;2023-07-22173;NUCLEO;27980;3985,215;0;250786
493;2023-07-23 00:00:00;173;2023-07-23173;NUCLEO;27980;3985,215;0;250786
494;2023-07-24 00:00:00;173;2023-07-24173;NUCLEO;27980;3985,215;0;250786
495;2023-07-25 00:00:00;173;2023-07-25173;NUCLEO;27980;3985,215;0;250786
496;2023-07-26 00:00:00;173;2023-07-26173;NUCLEO;27980;3985,215;0;250786
497;2023-07-27 00:00:00;173;2023-07-27173;NUCLEO;27980;3985,215;0;250786
498;2023-07-28 00:00:00;173;2023-07-28173;NUCLEO;27980;3985,215;0;250786
499;2023-07-29 00:00:00;173;2023-07-29173;NUCLEO;27820;3127,885;0;275478
500;2023-07-30 00:00:00;173;2023-07-30173;NUCLEO;27820;3127,885;0;275478
501;2023-07-31 00:00:00;173;2023-07-31173;NUCLEO;27820;3127,885;0;275478
502;2023-08-01 00:00:00;173;2023-08-01173;NUCLEO;27900;2917,93;0;300460
503;2023-08-02 00:00:00;173;2023-08-02173;NUCLEO;27900;2917,93;0;300460
504;2023-08-03 00:00:00;173;2023-08-03173;NUCLEO;27900;2917,93;0;300460
505;2023-08-04 00:00:00;173;2023-08-04173;NUCLEO;27900;2917,93;0;300460
506;2023-08-05 00:00:00;173;2023-08-05173;NUCLEO;27900;2917,93;0;300460
507;2023-08-06 00:00:00;173;2023-08-06173;NUCLEO;27900;2917,93;0;300460
508;2023-08-07 00:00:00;173;2023-08-07173;NUCLEO;27900;2917,93;0;300460
509;2023-08-08 00:00:00;173;2023-08-08173;NUCLEO;27900;2917,93;0;300460
510;2023-08-09 00:00:00;173;2023-08-09173;NUCLEO;27900;2917,93;0;300460
511;2023-08-10 00:00:00;173;2023-08-10173;NUCLEO;27900;2917,93;0;300460
512;2023-08-11 00:00:00;173;2023-08-11173;NUCLEO;28080;3158,73;0;325382
513;2023-08-12 00:00:00;173;2023-08-12173;NUCLEO;28080;3158,73;0;325382
514;2023-08-13 00:00:00;173;2023-08-13173;NUCLEO;28080;3158,73;0;325382
515;2023-08-14 00:00:00;173;2023-08-14173;NUCLEO;28080;3158,73;0;325382
516;2023-08-15 00:00:00;173;2023-08-15173;NUCLEO;27940;3282,52;0;350039
517;2023-08-16 00:00:00;173;2023-08-16173;NUCLEO;27940;3282,52;0;350039
518;2023-08-17 00:00:00;173;2023-08-17173;NUCLEO;27940;3282,52;0;350039
519;2023-08-18 00:00:00;173;2023-08-18173;NUCLEO;27940;3282,52;0;350039
520;2023-08-19 00:00:00;173;2023-08-19173;NUCLEO;27940;3282,52;0;350039
521;2023-08-20 00:00:00;173;2023-08-20173;NUCLEO;27940;3282,52;0;350039
522;2023-08-21 00:00:00;173;2023-08-21173;NUCLEO;27940;3282,52;0;350039
523;2023-08-22 00:00:00;173;2023-08-22173;NUCLEO;27940;3282,52;0;350039
524;2023-08-23 00:00:00;173;2023-08-23173;NUCLEO;28200;4026,225;0;374213
525;2023-08-24 00:00:00;173;2023-08-24173;NUCLEO;28200;4026,225;0;374213
526;2023-08-25 00:00:00;173;2023-08-25173;NUCLEO;28200;4026,225;0;374213
527;2023-08-26 00:00:00;173;2023-08-26173;NUCLEO;28200;4026,225;0;374213
528;2023-05-31 00:00:00;168;2023-05-31168;TRIGO;0;0;411091;411091
529;2023-06-01 00:00:00;168;2023-06-01168;TRIGO;0;0;411091;411091
530;2023-06-02 00:00:00;168;2023-06-02168;TRIGO;0;0;411091;411091
531;2023-06-03 00:00:00;168;2023-06-03168;TRIGO;152270;67891,99;0;495469
532;2023-06-04 00:00:00;168;2023-06-04168;TRIGO;152270;67891,99;0;495469
533;2023-06-05 00:00:00;168;2023-06-05168;TRIGO;149580;63736,9;0;581312
534;2023-06-06 00:00:00;168;2023-06-06168;TRIGO;151070;61707,66;0;670674
535;2023-06-07 00:00:00;168;2023-06-07168;TRIGO;149440;64019,14;0;756095
536;2023-06-08 00:00:00;168;2023-06-08168;TRIGO;149440;64019,14;0;756095
537;2023-06-09 00:00:00;168;2023-06-09168;TRIGO;149440;64019,14;0;756095
538;2023-06-10 00:00:00;168;2023-06-10168;TRIGO;209550;71852,07;0;893793
539;2023-06-11 00:00:00;168;2023-06-11168;TRIGO;209550;71852,07;0;893793
540;2023-06-12 00:00:00;168;2023-06-12168;TRIGO;313310;66414,29;0;1140688
541;2023-06-13 00:00:00;168;2023-06-13168;TRIGO;313310;66414,29;0;1140688
542;2023-06-14 00:00:00;168;2023-06-14168;TRIGO;313310;66414,29;0;1140688
543;2023-06-15 00:00:00;168;2023-06-15168;TRIGO;152580;74692,62;0;1218576
544;2023-06-16 00:00:00;168;2023-06-16168;TRIGO;152580;74692,62;0;1218576
545;2023-06-17 00:00:00;168;2023-06-17168;TRIGO;152580;74692,62;0;1218576
546;2023-06-18 00:00:00;168;2023-06-18168;TRIGO;152580;74692,62;0;1218576
547;2023-06-19 00:00:00;168;2023-06-19168;TRIGO;152600;76223,94;0;1294952
548;2023-06-20 00:00:00;168;2023-06-20168;TRIGO;152600;76223,94;0;1294952
549;2023-06-21 00:00:00;168;2023-06-21168;TRIGO;152600;76223,94;0;1294952
550;2023-06-22 00:00:00;168;2023-06-22168;TRIGO;299150;69434,75;0;1524667
551;2023-06-23 00:00:00;168;2023-06-23168;TRIGO;299150;69434,75;0;1524667
552;2023-06-24 00:00:00;168;2023-06-24168;TRIGO;299150;69434,75;0;1524667
553;2023-06-25 00:00:00;168;2023-06-25168;TRIGO;299150;69434,75;0;1524667
554;2023-06-26 00:00:00;168;2023-06-26168;TRIGO;266900;74062,1;0;1717505
555;2023-06-27 00:00:00;168;2023-06-27168;TRIGO;32120;67037,81;0;1682587
556;2023-06-28 00:00:00;168;2023-06-28168;TRIGO;32120;67037,81;0;1682587
557;2023-06-29 00:00:00;168;2023-06-29168;TRIGO;32120;67037,81;0;1682587
558;2023-06-30 00:00:00;168;2023-06-30168;TRIGO;296830;66432,78;0;1912984
559;2023-07-01 00:00:00;168;2023-07-01168;TRIGO;296830;66432,78;0;1912984
560;2023-07-02 00:00:00;168;2023-07-02168;TRIGO;296830;66432,78;0;1912984
561;2023-07-03 00:00:00;168;2023-07-03168;TRIGO;296830;66432,78;0;1912984
562;2023-07-04 00:00:00;168;2023-07-04168;TRIGO;209520;72537,33;0;2049967
563;2023-07-05 00:00:00;168;2023-07-05168;TRIGO;210290;70112,29;0;2190145
564;2023-07-06 00:00:00;168;2023-07-06168;TRIGO;206670;69499,09;0;2327316
565;2023-07-07 00:00:00;168;2023-07-07168;TRIGO;206670;69499,09;0;2327316
566;2023-07-08 00:00:00;168;2023-07-08168;TRIGO;206670;69499,09;0;2327316
567;2023-07-09 00:00:00;168;2023-07-09168;TRIGO;206670;69499,09;0;2327316
568;2023-07-10 00:00:00;168;2023-07-10168;TRIGO;146330;75813,96;0;2397832
569;2023-07-11 00:00:00;168;2023-07-11168;TRIGO;142580;72857,18;0;2467555
570;2023-07-12 00:00:00;168;2023-07-12168;TRIGO;142580;72857,18;0;2467555
571;2023-07-13 00:00:00;168;2023-07-13168;TRIGO;142580;72857,18;0;2467555
572;2023-07-14 00:00:00;168;2023-07-14168;TRIGO;142580;72857,18;0;2467555
573;2023-07-15 00:00:00;168;2023-07-15168;TRIGO;146370;63128,23;0;2550796
574;2023-07-16 00:00:00;168;2023-07-16168;TRIGO;146370;63128,23;0;2550796
575;2023-07-17 00:00:00;168;2023-07-17168;TRIGO;115470;69066,11;0;2597200
576;2023-07-18 00:00:00;168;2023-07-18168;TRIGO;115470;69066,11;0;2597200
577;2023-07-19 00:00:00;168;2023-07-19168;TRIGO;85960;69924,96;0;2613235
578;2023-07-20 00:00:00;168;2023-07-20168;TRIGO;203580;67475,16;0;2749340
579;2023-07-21 00:00:00;168;2023-07-21168;TRIGO;143870;66526,56;0;2826684
580;2023-07-22 00:00:00;168;2023-07-22168;TRIGO;143870;66526,56;0;2826684
581;2023-07-23 00:00:00;168;2023-07-23168;TRIGO;143870;66526,56;0;2826684
582;2023-07-24 00:00:00;168;2023-07-24168;TRIGO;148070;62744,32;0;2912009
583;2023-07-25 00:00:00;168;2023-07-25168;TRIGO;145910;56779,56;0;3001140
584;2023-07-26 00:00:00;168;2023-07-26168;TRIGO;87010;54389,03;0;3033761
585;2023-07-27 00:00:00;168;2023-07-27168;TRIGO;253430;55812,06;0;3231379
586;2023-07-28 00:00:00;168;2023-07-28168;TRIGO;28240;58881,63;0;3200737
587;2023-07-29 00:00:00;168;2023-07-29168;TRIGO;28240;58881,63;0;3200737
588;2023-07-30 00:00:00;168;2023-07-30168;TRIGO;28240;58881,63;0;3200737
589;2023-07-31 00:00:00;168;2023-07-31168;TRIGO;28240;58881,63;0;3200737
590;2023-08-01 00:00:00;168;2023-08-01168;TRIGO;28240;58881,63;0;3200737
591;2023-08-02 00:00:00;168;2023-08-02168;TRIGO;28240;58881,63;0;3200737
592;2023-08-03 00:00:00;168;2023-08-03168;TRIGO;28240;58881,63;0;3200737
593;2023-08-04 00:00:00;168;2023-08-04168;TRIGO;28240;58881,63;0;3200737
594;2023-08-05 00:00:00;168;2023-08-05168;TRIGO;28240;58881,63;0;3200737
595;2023-08-06 00:00:00;168;2023-08-06168;TRIGO;28240;58881,63;0;3200737
596;2023-08-07 00:00:00;168;2023-08-07168;TRIGO;28240;58881,63;0;3200737
597;2023-08-08 00:00:00;168;2023-08-08168;TRIGO;28240;58881,63;0;3200737
598;2023-08-09 00:00:00;168;2023-08-09168;TRIGO;28240;58881,63;0;3200737
599;2023-08-10 00:00:00;168;2023-08-10168;TRIGO;28240;58881,63;0;3200737
600;2023-08-11 00:00:00;168;2023-08-11168;TRIGO;28240;58881,63;0;3200737
601;2023-08-12 00:00:00;168;2023-08-12168;TRIGO;28240;58881,63;0;3200737
602;2023-08-13 00:00:00;168;2023-08-13168;TRIGO;28240;58881,63;0;3200737
603;2023-08-14 00:00:00;168;2023-08-14168;TRIGO;28240;58881,63;0;3200737
604;2023-08-15 00:00:00;168;2023-08-15168;TRIGO;28240;58881,63;0;3200737
605;2023-08-16 00:00:00;168;2023-08-16168;TRIGO;28240;58881,63;0;3200737
606;2023-08-17 00:00:00;168;2023-08-17168;TRIGO;28240;58881,63;0;3200737
607;2023-08-18 00:00:00;168;2023-08-18168;TRIGO;28240;58881,63;0;3200737
608;2023-08-19 00:00:00;168;2023-08-19168;TRIGO;28240;58881,63;0;3200737
609;2023-08-20 00:00:00;168;2023-08-20168;TRIGO;28240;58881,63;0;3200737
610;2023-08-21 00:00:00;168;2023-08-21168;TRIGO;28240;58881,63;0;3200737
611;2023-08-22 00:00:00;168;2023-08-22168;TRIGO;28240;58881,63;0;3200737
612;2023-08-23 00:00:00;168;2023-08-23168;TRIGO;28240;58881,63;0;3200737
613;2023-08-24 00:00:00;168;2023-08-24168;TRIGO;28240;58881,63;0;3200737
614;2023-08-25 00:00:00;168;2023-08-25168;TRIGO;28240;58881,63;0;3200737
615;2023-08-26 00:00:00;168;2023-08-26168;TRIGO;28240;58881,63;0;3200737
